"DATASET";"DOELGROEP";"SUBDOELGROEP";"CODE_EMISSIEOORZAAK";"EMISSIEOORZAAK";"COMPARTIMENT";"STOFCODE";"STOF";"EENHEID";1990;1995;2000;2005;2010;2013;2014;2015
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120216";"Bandenslijtage autobussen ov, buitenweg";"Lucht";"103";"Arseenverb. (als As)";"kg";0.00186146;0.00194445;0.00174875;0.00169705;0.00202152;0.00199385;0.00193011;0.00200481
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120217";"Bandenslijtage autobussen touringcars, bebouwde kom";"Lucht";"103";"Arseenverb. (als As)";"kg";0.000467001;0.000473228;0.000579081;0.000514324;0.000467312;0.000422791;0.000406913;0.000383423
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120218";"Bandenslijtage autobussen touringcars, autosnelweg";"Lucht";"103";"Arseenverb. (als As)";"kg";0.00110079;0.00111546;0.00136498;0.00121233;0.00110152;0.00099658;0.000959153;0.000903782
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120219";"Bandenslijtage autobussen touringcars, buitenweg";"Lucht";"103";"Arseenverb. (als As)";"kg";0.000800573;0.000811247;0.00099271;0.000881698;0.000801107;0.000724785;0.000697566;0.000657296
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120301";"Bandenslijtage tweewielers, bebouwde kom";"Lucht";"103";"Arseenverb. (als As)";"kg";0.00124411;0.00137273;0.00163568;0.00175368;0.00226431;0.00227483;0.00226282;0.00214428
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120302";"Bandenslijtage tweewielers, autosnelweg";"Lucht";"103";"Arseenverb. (als As)";"kg";0.000857097;0.00156693;0.00205224;0.00242551;0.00258831;0.00253209;0.00248297;0.00215856
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - niet uitlaatgassen";"0120303";"Bandenslijtage tweewielers, buitenweg";"Lucht";"103";"Arseenverb. (als As)";"kg";0.000950144;0.00151844;0.00192873;0.00221398;0.00244875;0.00241329;0.00237452;0.00211597
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401107";"Mobiele werktuigen containeroverslag";"Lucht";"103";"Arseenverb. (als As)";"kg";0.00102605;0.00131585;0.00169783;0.00248448;0.00295317;0.00306503;0.00323901;0.0032138
"ER Reeks 1990-2014 Definitief";"Consumenten";"Energiegebruik Consumenten";"0012102";"Vuurhaarden consumenten, hoofdverwarming woningen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.024;0.368;0.1344;0.03168;0.01552;0.01136;0.01024;0.01024
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"0020500";"Handel, diensten, overheid";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.31263;0.19201;0.000123915;0.316597;0.0200487;0.0103501;0.0110228;0.0110228
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100101";"Uitlaatgassen personenauto's benzine, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";15.3159;14.9404;13.0793;13.8216;14.0049;14.2106;14.2899;14.4221
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100102";"Uitlaatgassen personenauto's benzine, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";14.5956;18.7649;23.3008;24.3882;23.2595;23.5517;23.8454;24.0996
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100103";"Uitlaatgassen personenauto's benzine, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";16.7229;18.3698;19.4764;20.3781;22.3075;23.0101;23.007;23.1529
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100201";"Uitlaatgassen personenauto's diesel, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";2.9949;2.59546;2.70224;3.44614;4.08411;4.14351;4.04958;3.99548
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100202";"Uitlaatgassen personenauto's diesel, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";5.88732;6.50791;10.5672;13.3809;15.3522;15.6855;15.4108;15.3709
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100203";"Uitlaatgassen personenauto's diesel, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";5.60778;5.43682;6.95561;8.98813;8.5875;8.41804;8.38266;8.35435
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100301";"Uitlaatgassen personenauto's LPG, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";2.47668;1.46327;0.982138;0.610823;0.50318;0.412543;0.37808;0.351889
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100302";"Uitlaatgassen personenauto's LPG, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";4.49273;3.6688;3.34407;1.98028;1.59245;1.24876;1.11057;1.01989
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100303";"Uitlaatgassen personenauto's LPG, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";4.69226;3.17744;2.52865;1.52847;1.27815;1.07986;0.998079;0.939009
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100401";"Uitlaatgassen lichte bedrijfsvoertuigen benzine, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.965094;0.556712;0.175573;0.0854367;0.0467784;0.0326067;0.0324851;0.0315863
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100402";"Uitlaatgassen lichte bedrijfsvoertuigen benzine, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.268578;0.405552;0.355409;0.161323;0.0952322;0.0692745;0.0694979;0.0676052
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100403";"Uitlaatgassen lichte bedrijfsvoertuigen benzine, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.375855;0.332578;0.233569;0.119622;0.0681504;0.0483648;0.0484417;0.0471769
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100501";"Uitlaatgassen lichte bedrijfsvoertuigen diesel, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";2.35072;2.36131;1.91237;2.38191;2.34808;2.22484;2.2373;2.21999
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100502";"Uitlaatgassen lichte bedrijfsvoertuigen diesel, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.1029;2.83825;6.4728;7.89636;7.69811;7.26096;7.29954;7.22615
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100503";"Uitlaatgassen lichte bedrijfsvoertuigen diesel, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.66174;2.44312;3.95934;4.82791;4.72292;4.46464;4.48941;4.44294
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100601";"Uitlaatgassen lichte bedrijfsvoertuigen LPG, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.218857;0.142756;0.0787232;0.0567488;0.0436004;0.0443428;0.0467849;0.0442668
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100602";"Uitlaatgassen lichte bedrijfsvoertuigen LPG, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0713072;0.122408;0.193202;0.126448;0.101471;0.114745;0.122551;0.117165
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100603";"Uitlaatgassen lichte bedrijfsvoertuigen LPG, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.115946;0.111189;0.125433;0.0871642;0.0696245;0.0732003;0.0773937;0.0732974
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100701";"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.02245;0.968557;0.790286;0.726245;0.716065;0.642706;0.627571;0.637428
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100702";"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";2.6098;3.44733;4.21558;4.36472;4.69136;4.34105;4.2787;4.2964
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100703";"Uitlaatgassen zware bedrijfsvoertuigen excl. autobussen, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.51873;1.47042;1.30778;1.31241;1.39293;1.27731;1.25636;1.26794
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100801";"Uitlaatgassen autobussen, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.285487;0.2151;0.211447;0.198556;0.220909;0.216793;0.204251;0.314845
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100802";"Uitlaatgassen autobussen, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0979073;0.20778;0.204251;0.191799;0.213391;0.209415;0.1973;0.0562517
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100803";"Uitlaatgassen autobussen, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.160129;0.140773;0.138382;0.129945;0.144574;0.14188;0.133672;0.170763
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100901";"Uitlaatgassen motorfietsen, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0618268;0.111406;0.144317;0.168839;0.17903;0.174674;0.171136;0.148737
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100902";"Uitlaatgassen motorfietsen, autosnelweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.163347;0.29867;0.391392;0.462956;0.494326;0.483685;0.474342;0.412424
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0100903";"Uitlaatgassen motorfietsen, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.174348;0.31323;0.404061;0.471024;0.497788;0.485406;0.475341;0.413186
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0101001";"Uitlaatgassen bromfietsen, bebouwde kom";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.380531;0.286586;0.293364;0.261972;0.45448;0.472027;0.477781;0.490206
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Wegverkeer - uitlaatgassen";"0101003";"Uitlaatgassen bromfietsen, buitenweg";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.141052;0.117581;0.118261;0.106104;0.182938;0.195428;0.199243;0.2044
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Railverkeer";"0200100";"Spoorwegen - vrachtvervoer";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.000826747;0.000859009;0.00107656;0.00103414;0.00103775;0.000767561;0.00079496;0.000763571
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Railverkeer";"0200300";"Spoorwegen diesel personenvervoer";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.000451359;0.000462543;0.000530245;0.000453746;0.000455331;0.000431753;0.000446909;0.000429263
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401100";"Mobiele werktuigen landbouw";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00902828;0.00911681;0.00916526;0.00875685;0.00868949;0.00887229;0.00887506;0.00887506
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401102";"Mobiele werktuigen, bouwsector";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00990869;0.0107205;0.0113533;0.0109249;0.0110278;0.0107985;0.0102104;0.0104498
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Recreatievaart";"0500100";"Recreatievaart uitlaatgassen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0025685;0.00280776;0.00317878;0.00344885;0.00341313;0.00339598;0.0033924;0.0033924
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"0801001";"Roken van sigaren";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0226849;0.0213332;0.0234305;0.0283187;0.0267691;0.02418;0.02356;0.023932
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914600";"SBI 23: Bouwmaterialen- en glasindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.245666;0.093735;;;0.0215611;0.18386;0.18386;0.18386
"ER Reeks 1990-2014 Definitief";"Drinkwatervoorziening";"Drinkwaterbedrijven";"8920500";"SBI 36: Winning en distributie van water";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0463388;0.0529533;0.0315777;0.0145126;0.0108298;0.0118388;0.00840825;0.00840825
"ER Reeks 1990-2014 Definitief";"Consumenten";"Productgebruik Consumenten";"T012200";"Vuurhaarden consumenten, sfeerverwarming woning";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";41.7707;43.6779;45.765;51.1527;54.3828;56.7054;57.9673;59.253
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T100901";"SBI 24 (per bedrijf): Vervaardiging van metalen in primaire vorm";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";684;438.15;407.9;660;826.4;352.58;206.755;206.755
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"T101001";"SBI 35.111 (per bedrijf): Elektriciteitsproduktie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";90.64;;;;0.3;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T102102";"SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.476764;0.0756802;;;1.28;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102300";"SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0153964;0.117414;;;0.37;0.479;0.009;0.009
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T104201";"SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";14.7199;0.913834;26;87.5503;175.936;32.8181;20.0752;20.0752
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T104901";"SBI 24.5 (per bedrijf): Gieten van metalen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";2.6;0.926;;;0.25;1;1;1
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"T108500";"SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";20.9859;4.02058;2.8;5.12437;1.4;7.6;5.63;5.63
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T137400";"SBI 26/31/32 (per bedrijf): Vervaardiging van electronische aparaten, meubels en overige goederen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.392;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401103";"Mobiele werktuigen industrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.000894609;0.00149043;0.00155613;0.00141935;0.00113296;0.000938684;0.000838968;0.000746736
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401104";"Mobiele werktuigen consumenten";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00349743;0.00688759;0.00779896;0.00777778;0.00758299;0.00735574;0.00724798;0.00715306
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Mobiele werktuigen";"0401105";"Mobiele werktuigen HDO";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00142262;0.00262964;0.00298087;0.00307352;0.00297379;0.0030039;0.0030028;0.00300924
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"0120210";"Bandenslijtage vliegtuigen op vliegvelden";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0025666;0.00326049;0.00419202;0.00546453;0.0059341;0.00674624;0.0069934;0.00726077
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Luchtvaart";"0130210";"Remslijtage vliegtuigen op vliegvelden";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0291189;0.0369912;0.0475597;0.0619967;0.0673241;0.0765381;0.0793421;0.0823756
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280000";"Ankerligger NCP, Olietankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.11171;0.085496;0.0766651;0.0766651
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280001";"Ankerligger NCP, Chemie/Gastankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.136599;0.119213;0.0995015;0.0995015
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280002";"Ankerligger NCP, Bulkcarrier";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.0169955;0.0325509;0.0402959;0.0402959
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280003";"Ankerligger NCP, Containerschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.108507;0.0642172;0.104442;0.104442
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280004";"Ankerligger NCP, Conventioneel stukgoed";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.0058344;0.0189294;0.0267675;0.0267675
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280005";"Ankerligger NCP, Roro lading/autoschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.00647293;0.00724166;0.00657161;0.00657161
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280006";"Ankerligger NCP, Koelschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.00189823;0.00132271;0.00407111;0.00407111
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280007";"Ankerligger NCP, Passagierschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.00100278;6.85476E-05;2.25776E-05;2.25776E-05
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280008";"Ankerligger NCP, Overige schepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.0187129;0.0487651;0.0340661;0.0340661
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280009";"Varend NCP, Olietankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;1.31861;1.13223;1.1715;1.1715
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280010";"Varend NCP, Chemie/Gastankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;1.99268;1.73406;1.82227;1.82227
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280011";"Varend NCP, Bulkcarrier";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.974571;1.02109;1.13724;1.13724
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280012";"Varend NCP, Containerschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;5.24202;4.85763;5.07412;5.07412
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280013";"Varend NCP, Conventioneel stukgoed";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;1.23613;1.16359;1.25601;1.25601
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280014";"Varend NCP, Roro lading/autoschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;2.14586;2.01956;2.05911;2.05911
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280015";"Varend NCP, Koelschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.32855;0.159102;0.162211;0.162211
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280016";"Varend NCP, Passagierschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.618791;0.72556;0.744373;0.744373
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart NCP (inclusief ankerliggers)";"0280017";"Varend NCP, Overige schepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.679825;0.559389;0.595925;0.595925
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280027";"Varend NL, Olietankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.106943;0.113489;0.134833;0.134833
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280028";"Varend NL, Chemie/Gastankers";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.367293;0.342695;0.339262;0.339262
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280029";"Varend NL, Bulkcarrier";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.111846;0.10932;0.115586;0.115586
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280030";"Varend NL, Containerschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;1.02537;1.00967;1.06337;1.06337
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280031";"Varend NL, Conventioneel stukgoed";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.222772;0.203411;0.222333;0.222333
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280032";"Varend NL, Roro lading/autoschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.354243;0.302001;0.301621;0.301621
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280033";"Varend NL, Koelschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.0437629;0.0436167;0.0422965;0.0422965
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280034";"Varend NL, Passagierschepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.0672577;0.065076;0.0655806;0.0655806
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart varend op Nederlands grondgebied";"0280035";"Varend NL, Overige schepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;;;;0.172936;0.163131;0.121196;0.121196
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8914702";"SBI 24.45: Vervaardiging van overige non-ferrometalen, aluminium";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";;1;32;3;2;2.03827;2.14904;2.15911
